topic_id,source_id,registered_in_sources_json,cited_role,exact_locator_available,media_artifact_path,findings_supported,findings_contradicted,findings_qualified,notes
g13-identity-other-eliminations,tna-discovery-catalogue,yes,context_only,yes,,,,,"Cited in this unit's prose as context or as a finding-aid/catalogue reference; no graph item in any unit carries it, and none is intended."
g13-identity-other-eliminations,ukda-4816-pcc-wills-index,yes,context_only,yes,,,,,"Cited in this unit's prose as context or as a finding-aid/catalogue reference; no graph item in any unit carries it, and none is intended."
g13-identity-shape-matrix,bodge-soldiers-king-philips-war-1891,yes,supports,yes,,G13-RI-000227,,,Cited in 38-the-shape-and-the-two-families.md and carried on 1 graph item(s) in this unit.
g13-identity-shape-matrix,braintree-records-1640-1793-1886,yes,context_for,yes,,G13-RI-000221;G13-RI-000227,,,Cited in 38-the-shape-and-the-two-families.md and carried on 2 graph item(s) in this unit.
g13-identity-shape-matrix,bucks-archives-catalogue,yes,supports,yes,,G13-RI-000224,,,Cited in 38-the-shape-and-the-two-families.md and carried on 1 graph item(s) in this unit.
g13-identity-shape-matrix,dg-rec-pt3,yes,cross_unit,yes,,,,,"Cited here as a cross-reference; the source's graph items live in `g13-identity-candidate-b`, `g13-identity-other-eliminations`. No item link in this unit by design."
g13-identity-shape-matrix,familysearch-fulltext-search,yes,supports,yes,,G13-RI-000227,,,Cited in 38-the-shape-and-the-two-families.md and carried on 1 graph item(s) in this unit.
g13-identity-shape-matrix,findmypast-bucks-baptism-index,yes,supports,yes,,G13-RI-000224,,,Cited in 38-the-shape-and-the-two-families.md and carried on 1 graph item(s) in this unit.
g13-identity-shape-matrix,findmypast-bucks-marriage-index,yes,supports,yes,,G13-RI-000224,,,Cited in 38-the-shape-and-the-two-families.md and carried on 1 graph item(s) in this unit.
g13-identity-shape-matrix,findmypast-county-baptism-sets-2026-07-sweep,yes,supports,yes,,G13-RI-000224;G13-RI-000225;G13-RI-000226;G13-RI-000227,,,Cited in 38-the-shape-and-the-two-families.md and carried on 4 graph item(s) in this unit.
g13-identity-shape-matrix,findmypast-norfolk-baptisms-index,yes,supports,yes,,G13-RI-000225,,,Cited in 38-the-shape-and-the-two-families.md and carried on 1 graph item(s) in this unit.
g13-identity-shape-matrix,findmypast-uk-parish-baptisms,yes,supports,yes,,G13-RI-000222;G13-RI-000223;G13-RI-000224;G13-RI-000226;G13-RI-000227,,,Cited in 38-the-shape-and-the-two-families.md and carried on 5 graph item(s) in this unit.
g13-identity-shape-matrix,freebmd-freereg,yes,negative_within_scope,yes,,G13-RI-000226,,,Cited in 38-the-shape-and-the-two-families.md and carried on 1 graph item(s) in this unit.
g13-identity-shape-matrix,heralds-visit-london-1633,yes,cross_unit,yes,,,,,"Cited here as a cross-reference; the source's graph items live in `g13-identity-candidate-b`, `g13-identity-other-eliminations`. No item link in this unit by design."
g13-identity-shape-matrix,history-of-weymouth,yes,qualifies,yes,,G13-RI-000227,,,Cited in 38-the-shape-and-the-two-families.md and carried on 1 graph item(s) in this unit.
g13-identity-shape-matrix,sprague-braintree,yes,context_for,yes,,G13-RI-000221;G13-RI-000227,,,Cited in 38-the-shape-and-the-two-families.md and carried on 2 graph item(s) in this unit.
g13-identity-shape-matrix,torrey-new-england-marriages-prior-1700,yes,supports,yes,,G13-RI-000227,,,Cited in 38-the-shape-and-the-two-families.md and carried on 1 graph item(s) in this unit.
g13-identity-inventory-method,findmypast-bucks-baptism-index,yes,supports,yes,,G13-RI-000228,,,Cited in 39-child-inventory-method.md and carried on 1 graph item(s) in this unit.
g13-identity-inventory-method,findmypast-hertfordshire-baptisms,yes,context_for,yes,,G13-RI-000229,,,Cited in 39-child-inventory-method.md and carried on 1 graph item(s) in this unit.
